data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#berg,#growler,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,description
IOT,1,2827,2827,N,Aircraft,USAF,Visual,50.75,-54.75,1954,1954,May,5/30/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2828,2177,Y,Ship,USCGC McCulloch,Visual,46.43333333,-53.26666667,1954,1954,May,5/30/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2829,1967,Y,Ship,USCGC Androscoggin,Visual,46.61666667,-53.85,1954,1954,May,5/30/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2830,2166,Y,Ship,Callisto,Visual,46.4,-54.15,1954,1954,May,5/30/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2831,2177,Y,Ship,Callisto,Visual,46.45,-53.28333333,1954,1954,May,5/30/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2832,2584,Y,Ship,Columbia,Visual,46.58333333,-48.41666667,1954,1954,May,5/30/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2833,2819,Y,Ship,Columbia,Visual,46.86666667,-48.03333333,1954,1954,May,5/30/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2834,2719,Y,Ship,Columbia,Visual,46.93333333,-48.51666667,1954,1954,May,5/30/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2835,2835,N,Ship,Columbia,Visual,47.03333333,-47.9,1954,1954,May,5/30/54,,Growler,,x,,,,,,,,,,,,,,,,,,,,Growlers
IOT,1,2836,2752,Y,Ship,Media,Visual,47.43333333,-50.88333333,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2837,2584,Y,Ship,Prins Maurita,Visual,46.3,-48.35,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2838,1535,Y,Ship,Cortona,Visual,46.68333333,-52.53333333,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2839,2839,N,Miscellaneous,Sondresstrom AB,Unknown,62.63333333,-56.75,1954,1954,May,5/31/54,,Berg,x,,,,,,,,,,,,,,,,,,,,,Several bergs.
IOT,1,2840,2177,Y,Ship,Cortona,Visual,46.41666667,-53.26666667,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2841,2083,Y,Ship,Cortona,Visual,46.5,-54.25,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2842,1967,Y,Ship,Cortona,Visual,46.65,-53.7,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2843,2722,Y,Aircraft,Ice Patrol,Visual,40,-48.58333333,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2844,2722,Y,Ship,Mormacmail,Visual,40.03333333,-48.53333333,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2845,1570,Y,Ship,Transatlantic,Visual,46.41666667,-47.08333333,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2846,2846,N,Miscellaneous,Sondresstrom AB,Unknown,61.83333333,-56,1954,1954,May,5/31/54,,Large,,,,,,6,,,,,,,,,,,,,,,,
IOT,1,2847,2847,N,Miscellaneous,Sondresstrom AB,Unknown,62.58333333,-55.25,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2848,2848,N,Ship,USS Opportune,Visual,64.06666667,-53.6,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2849,2849,N,Ship,USS Opportune,Visual,64.1,-53.76666667,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2850,2850,N,Ship,USS Opportune,Visual,64.15,-54.03333333,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2851,2851,N,Ship,USS Opportune,Visual,64.25,-53.9,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2852,2852,N,Ship,USS Opportune,Visual,64.7,-53.75,1954,1954,May,5/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2854,2166,Y,Ship,Poseidon,Visual,46.38333333,-54.08333333,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2855,2841,Y,Ship,Manchester Regiment,Visual,46.43333333,-54.3,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2856,2722,Y,Ship,Zuiderkruis,Visual,39.85,-48.5,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2857,1535,Y,Ship,Poseidon,Visual,46.46666667,-52.4,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2858,2669,Y,Ship,Poseidon,Visual,46.51666667,-52.43333333,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2859,2362,Y,Ship,Ellan,Visual,47.11666667,-49.96666667,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2860,2573,Y,Aircraft,Unknown,Unknown,43.33333333,-50,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2861,2177,Y,Ship,Warkworth,Visual,46.43333333,-53.23333333,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2862,2746,Y,Ship,Manchester Regiment,Visual,46.66666667,-52.91666667,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2863,1536,Y,Ship,Manchester Regiment,Visual,46.75,-52.3,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2864,2177,Y,Ship,Fort Hoskins,Visual,46.45,-53.23333333,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2865,2722,Y,Aircraft,Ice Patrol,Visual,39.85,-48.5,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2866,2866,N,Aircraft,Ice Patrol,Visual,46.46666667,-53.01666667,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2867,2867,N,Aircraft,Ice Patrol,Visual,46.48333333,-52.35,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2868,2868,N,Aircraft,Ice Patrol,Visual,46.73333333,-52.18333333,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2869,2869,N,Aircraft,Ice Patrol,Visual,46.68333333,-52.83333333,1954,1954,June,6/1/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2870,2870,N,Aircraft,Ice Patrol,Visual,46.76666667,-53.7,1954,1954,June,6/1/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2871,1520,Y,Ship,Micmac,Visual,43.2,-47.7,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2872,1520,Y,Ship,USNS Geiger,Visual,43,-47.48333333,1954,1954,June,6/1/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,2873,1535,Y,Ship,USCGC Androscoggin,Visual,46.43333333,-52.33333333,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2874,2669,Y,Ship,Warkworth,Visual,46.51666667,-52.36666667,1954,1954,June,6/1/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,2875,2177,Y,Aircraft,USCGC Androscoggin,Visual,46.56666667,-53.31666667,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2876,1536,Y,Ship,Warkworth,Visual,46.68333333,-52.28333333,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2877,2877,N,Ship,Poseidon,Visual,46.81666667,-50.9,1954,1954,June,6/1/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2878,2878,N,Ship,Cairngowan,Visual,46.93333333,-52.86666667,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2879,2879,N,Ship,Manchester Regiment,Visual,47.46666667,-50.98333333,1954,1954,June,6/1/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2880,2720,Y,Ship,Dione,Visual,47.55,-49.18333333,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2881,2712,Y,Ship,Dione,Visual,47.61666667,-48.66666667,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2882,2882,N,Ship,Arundo,Visual,48.11666667,-52.66666667,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2883,2883,N,Ship,USS Opportune,Visual,61.11666667,-53,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2884,2884,N,Ship,USS Opportune,Visual,62.16666667,-53.05,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2885,2885,N,Ship,USS Opportune,Visual,63.56666667,-53.53333333,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2886,2886,N,Ship,USS Opportune,Visual,63.66666667,-52.61666667,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2887,2887,N,Ship,USS Opportune,Visual,64,-53.2,1954,1954,June,6/1/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2890,2841,Y,Ship,Cairngowan,Visual,46.45,-54.23333333,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2891,2177,Y,Ship,Cairngowan,Visual,46.46666667,-53.2,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2892,2722,Y,Ship,Cairngowan,Visual,46.73333333,-52.83333333,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2893,2703,Y,Ship,Warkworth,Visual,46.85,-50.88333333,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2894,2841,Y,Ship,Lismoria,Visual,46.28333333,-54.25,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2895,2177,Y,Ship,Lismoria,Visual,46.46666667,-53.23333333,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2896,1535,Y,Ship,Prairie Mariner,Visual,46.43333333,-52.36666667,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2897.1,2746,Y,Ship,Montreal City,Visual,46.5,-52.91666667,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2897.2,2746,Y,Ship,Montreal City,Visual,46.5,-52.91666667,1954,1954,June,6/2/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2898,2177,Y,Ship,Montreal City,Visual,46.5,-53.16666667,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2899,2878,Y,Ship,Montreal City,Visual,46.75,-52.71666667,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2900,2362,Y,Ship,Warkworth,Visual,47.11666667,-50.26666667,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2901,2608,Y,Ship,Warkworth,Visual,47.21666667,-49.73333333,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2902,2712,Y,Ship,Warkworth,Visual,47.58333333,-48.31666667,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2903,2903,N,Ship,Warkworth,Visual,47.28333333,-48.63333333,1954,1954,June,6/2/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2904,2904,N,Ship,Prairie Mariner,Visual,46.83333333,-52.33333333,1954,1954,June,6/2/54,,Growler,,4,,,,,,,,,,,,,,,,,,,,Small growlers.
IOT,1,2905,2362,Y,Ship,Arosa Star,Visual,47,-50.41666667,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2906,2166,Y,Ship,Empress of Scotland,Visual,46.43333333,-54.23333333,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2907,1967,Y,Ship,Empress of Scotland,Visual,46.58333333,-53.76666667,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2908,1536,Y,Ship,Empress of Scotland,Visual,46.78333333,-52.35,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2909,2669,Y,Ship,Empress of Scotland,Visual,46.8,-52.26666667,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2910,1536,Y,Ship,Montreal City,Visual,46.76666667,-52.35,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2911,1294,Y,Ship,Belos,Visual,45,-46.41666667,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2912,2166,Y,Ship,USCGC Unimak,Visual,46.41666667,-54.3,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2913,2720,Y,Ship,Arosa Star,Visual,47.55,-48.93333333,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2914,2166,Y,Ship,Ardglen,Visual,46.33333333,-54.25,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2915,2712,Y,Ship,Arosa Star,Visual,47.46666667,-48.11666667,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2916.1,1294,Y,Ship,Linda,Visual,44.81666667,-46.35,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2916.2,1294,Y,Ship,Linda,Visual,44.81666667,-46.35,1954,1954,June,6/2/54,,Growler,,2,,,,,,,,,,,,,,,,,,,,
IOT,1,2917,2177,Y,Ship,USCGC Unimak,Visual,46.46666667,-53.26666667,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2918,2918,N,Ship,USCGC Unimak,Visual,46.45,-53.25,1954,1954,June,6/2/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2919,2114,Y,Ship,Calanda,Visual,47,-52.78333333,1954,1954,June,6/2/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2920,2166,Y,Ship,Empress of Australia,Visual,46.45,-54.23333333,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2921,2020,Y,Ship,Empress of Australia,Visual,46.46666667,-54.23333333,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2922.11,2922.11,N,Ship,Calanda,Visual,48.91666667,-53.83333333,1954,1954,June,6/3/54,,Berg,x,,,,,,,,,,,,,,,,,,,,,From E coast Newfoundland at 48°55'N and E for 30 miles close pack with numerous growlers and scattered bergs.
IOT,0,2922.12,2922.12,N,Ship,Calanda,Visual,48.91666667,-53.06666667,1954,1954,June,6/3/54,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,1,2922.21,2922.21,N,Ship,Calanda,Visual,48.91666667,-53.83333333,1954,1954,June,6/3/54,,Growler,,x,,,,,,,,,,,,,,,,,,,,From E coast Newfoundland at 48°55'N and E for 30 miles close pack with numerous growlers and scattered bergs.
IOT,0,2922.22,2922.22,N,Ship,Calanda,Visual,48.91666667,-53.06666667,1954,1954,June,6/3/54,,Growler,,,,,,,,,,,,,,,,,,,,,,
IOT,1,2923,2923,N,Ship,Fechenhelm,Visual,48.41666667,-51.2,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2924,2020,Y,Ship,Beaverlodge,Visual,46.43333333,-54.25,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2925,2177,Y,Ship,Beaverlodge,Visual,46.46666667,-53.2,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2926,1536,Y,Ship,Beaverlodge,Visual,46.56666667,-52.41666667,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2927,1967,Y,Ship,Beaverlodge,Visual,46.61666667,-53.7,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2928,2722,Y,Ship,Beaverlodge,Visual,46.71666667,-52.83333333,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2929,2878,Y,Ship,Beaverlodge,Visual,46.73333333,-52.78333333,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2930.1,1570,Y,Ship,Kurtarit,Visual,45.95,-47.76666667,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,Berg and several growlers.
IOT,1,2930.2,1570,Y,Ship,Kurtarit,Visual,45.95,-47.76666667,1954,1954,June,6/3/54,,Growler,,x,,,,,,,,,,,,,,,,,,,,Berg and several growlers.
IOT,1,2931,2931,N,Aircraft,Unknown,Unknown,49.16666667,-51.3,1954,1954,June,6/3/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2932,2932,N,Ship,Loria,Visual,50.23333333,-54.65,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2933,2114,Y,Ship,Cairndhu,Visual,47,-52.51666667,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2934.1,2669,Y,Ship,Beaverlodge,Visual,46.9,-52.38333333,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2934.2,2669,Y,Ship,Beaverlodge,Visual,46.9,-52.38333333,1954,1954,June,6/3/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2935,1294,Y,Aircraft,Unknown,Unknown,45,-46.33333333,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2936,2752,Y,Ship,Egidia,Visual,47.33333333,-50.95,1954,1954,June,6/3/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2937,1535,Y,Ship,Scythia,Visual,46.41666667,-52.45,1954,1954,June,6/4/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2938,2020,Y,Ship,Scythia,Visual,46.43333333,-54.25,1954,1954,June,6/4/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2939,2177,Y,Ship,Scythia,Visual,46.48333333,-53.21666667,1954,1954,June,6/4/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2940,1536,Y,Ship,Scythia,Visual,46.55,-52.48333333,1954,1954,June,6/4/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2941,2669,Y,Ship,Scythia,Visual,46.8,-52.45,1954,1954,June,6/4/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2942,2819,Y,Ship,Quebec,Visual,46.75,-46.5,1954,1954,June,6/4/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,2943,2719,Y,Ship,Quebec,Visual,46.8,-46.83333333,1954,1954,June,6/4/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,2944.1,2944.1,N,Ship,USS Shakori,Visual,48.98333333,-51.7,1954,1954,June,6/4/54,,Berg,x,,,,,,,,,,,,,,,,,,,,,"Several bergs, many growlers."
IOT,1,2944.2,2944.2,N,Ship,USS Shakori,Visual,48.98333333,-51.7,1954,1954,June,6/4/54,,Growler,,x,,,,,,,,,,,,,,,,,,,,"Several bergs, many growlers."
IOT,1,2945.1,2878,Y,Ship,Arthur Cross,Visual,46.65,-52.86666667,1954,1954,June,6/4/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,Berg and growlers.
IOT,1,2945.2,2878,Y,Ship,Arthur Cross,Visual,46.65,-52.86666667,1954,1954,June,6/4/54,,Growler,,x,,,,,,,,,,,,,,,,,,,,Berg and growlers.
IOT,1,2946,2722,Y,Ship,Arthur Cross,Visual,46.7,-52.9,1954,1954,June,6/4/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2947,2746,Y,Ship,Palma,Visual,46.25,-53.66666667,1954,1954,June,6/5/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2948,2177,Y,Ship,Palma,Visual,46.43333333,-53.28333333,1954,1954,June,6/5/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2949,2878,Y,Ship,Palma,Visual,46.5,-53,1954,1954,June,6/5/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2950,2722,Y,Ship,Godafoss,Visual,46.6,-52.86666667,1954,1954,June,6/5/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2951,2669,Y,Ship,Godafoss,Visual,46.71666667,-52.65,1954,1954,June,6/5/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,Cited as same as No. 2951 probably meaning 2941.
IOT,1,2952,2114,Y,Ship,Godafoss,Visual,46.71666667,-52.96666667,1954,1954,June,6/5/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2953,2882,Y,Ship,Godafoss,Visual,46.86666667,-52.71666667,1954,1954,June,6/5/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2954,2584,Y,Ship,Cierzo,Visual,45.2,-48.76666667,1954,1954,June,6/5/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2955,2669,Y,Ship,Bassano,Visual,46.75,-52.45,1954,1954,June,6/5/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2956,2882,Y,Ship,Bassano,Visual,46.83333333,-52.66666667,1954,1954,June,6/5/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2957.1,2114,Y,Miscellaneous,Cape Race Radio,Unknown,46.73333333,-52.96666667,1954,1954,June,6/5/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2957.2,2114,Y,Miscellaneous,Cape Race Radio,Unknown,46.73333333,-52.96666667,1954,1954,June,6/5/54,,Growler,,4,,,,,,,,,,,,,,,,,,,,
IOT,1,2958,2958,N,Ship,Adrina,Visual,47.51666667,-51.73333333,1954,1954,June,6/5/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2959.01,2959.01,N,Ship,USS Lindenwald,Visual,48.91666667,-52.13333333,1954,1954,June,6/5/54,,Growler,,x,,,,,,,,,,,,,,,,,,,,Growlers and brash.
IOT,0,2959.02,2959.02,N,Ship,USS Lindenwald,Visual,49.25,-51.91666667,1954,1954,June,6/5/54,,Growler,,,,,,,,,,,,,,,,,,,,,,
IOT,1,2960,2960,N,Aircraft,USN,Visual,63.5,-55,1954,1954,June,6/6/54,,Berg,10,,,,,,,,,,,,,,,,,,,,,Within 70 miles radius of.
IOT,1,2962,2584,Y,Ship,Neptunia,Visual,44.88333333,-48.8,1954,1954,June,6/6/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2963,2573,Y,Ship,Neckarstein,Visual,41.36666667,-49.58333333,1954,1954,June,6/6/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2964,2752,Y,Ship,Vandalia,Visual,47.23333333,-51.25,1954,1954,June,6/6/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2965,2608,Y,Ship,Vandalia,Visual,47.51666667,-49.98333333,1954,1954,June,6/6/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2966,2966,N,Ship,Unknown,Radar,39.9,-48.3,1954,1954,June,6/6/54,,Unidentified,,,,,,,,,1,,,,,,,,,,,,,Radar target possible berg.
IOT,1,2967,2967,N,Miscellaneous,Sondresstrom AB,Unknown,64.16666667,-56,1954,1954,June,6/6/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2968,2968,N,Miscellaneous,Sondresstrom AB,Unknown,64.5,-54.83333333,1954,1954,June,6/6/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2969,2969,N,Miscellaneous,Sondresstrom AB,Unknown,65,-55.66666667,1954,1954,June,6/6/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2970,2362,Y,Ship,Concordia,Visual,47.35,-50.31666667,1954,1954,June,6/6/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2971,2712,Y,Ship,Belray,Visual,47,-48.08333333,1954,1954,June,6/6/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2972,2720,Y,Ship,Birte Hugo Stinnes,Visual,46.13333333,-48.26666667,1954,1954,June,6/6/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2973,2669,Y,Ship,Geheimrat,Visual,46.81666667,-52.45,1954,1954,June,6/7/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2974,2974,N,Ship,Geheimrat,Visual,46.85,-52.6,1954,1954,June,6/7/54,,Growler,,2,,,,,,,,,,,,,,,,,,,,
IOT,1,2975,2975,N,Ship,Rialto,Visual,47.51666667,-51.35,1954,1954,June,6/7/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2976,2177,Y,Ship,Beaverbrae,Visual,46.5,-53.25,1954,1954,June,6/7/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2977,1536,Y,Ship,Vandalia,Visual,46.56666667,-52.46666667,1954,1954,June,6/7/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2978,2882,Y,Ship,Vandalia,Visual,46.66666667,-52.65,1954,1954,June,6/7/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2979,2177,Y,Ship,Vandalia,Visual,46.75,-52.38333333,1954,1954,June,6/7/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2980,2957,Y,Ship,Beaverbrae,Visual,46.73333333,-52.95,1954,1954,June,6/7/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2981,2177,Y,Ship,Beaverbrae,Visual,46.8,-52.46666667,1954,1954,June,6/7/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2982,2020,Y,Ship,Vandalia,Visual,46.45,-54.2,1954,1954,June,6/7/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
